date,day_of_week,month,is_weekend,is_festival,festival_name,store_id,store_name,store_locality,sku_id,product_name,category,mrp,sell_price,discount_pct,shelf_life_days,is_perishable,base_demand,demand_multiplier,units_sold,stock_ordered,waste_units,revenue,waste_cost
2024-08-23,4,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,10,10,0,807.5,0.0
2024-08-24,5,8,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.4,10,9,0,807.5,0.0
2024-08-25,6,8,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.6,18,17,0,1624.5,0.0
2024-08-26,0,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,13,0,969.0,0.0
2024-08-27,1,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,11,10,0,940.5,0.0
2024-08-28,2,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,17,18,0,1615.0,0.0
2024-08-29,3,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,12,12,0,1083.0,0.0
2024-08-30,4,8,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,11,0,1026.0,0.0
2024-08-31,5,8,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.4,17,17,0,1615.0,0.0
2024-09-01,6,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.6,17,17,0,1292.0,0.0
2024-09-02,0,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,13,14,0,1173.25,0.0
2024-09-03,1,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,13,0,1026.0,0.0
2024-09-04,2,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,12,0,969.0,0.0
2024-09-05,3,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,10,9,0,855.0,0.0
2024-09-06,4,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,9,8,0,684.0,0.0
2024-09-07,5,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.4,15,14,0,1211.25,0.0
2024-09-08,6,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,20,21,0,1615.0,0.0
2024-09-09,0,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,11,11,0,1045.0,0.0
2024-09-10,1,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,12,12,0,1140.0,0.0
2024-09-11,2,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,11,10,0,888.25,0.0
2024-09-12,3,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,11,0,969.0,0.0
2024-09-13,4,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,10,10,0,950.0,0.0
2024-09-14,5,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.4,17,17,0,1453.5,0.0
2024-09-15,6,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.6,17,16,0,1615.0,0.0
2024-09-16,0,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,9,8,0,684.0,0.0
2024-09-17,1,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,11,10,0,888.25,0.0
2024-09-18,2,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,14,14,0,1263.5,0.0
2024-09-19,3,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,9,9,0,769.5,0.0
2024-09-20,4,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,13,0,969.0,0.0
2024-09-21,5,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.4,18,19,0,1453.5,0.0
2024-09-22,6,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.6,25,25,0,1900.0,0.0
2024-09-23,0,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,11,11,0,888.25,0.0
2024-09-24,1,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,10,10,0,855.0,0.0
2024-09-25,2,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,9,8,0,812.25,0.0
2024-09-26,3,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,14,13,0,1130.5,0.0
2024-09-27,4,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,10,10,0,855.0,0.0
2024-09-28,5,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.4,15,15,0,1353.75,0.0
2024-09-29,6,9,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.6,13,13,0,1235.0,0.0
2024-09-30,0,9,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,13,13,0,988.0,0.0
2024-10-01,1,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,14,14,0,1263.5,0.0
2024-10-02,2,10,0,1,Gandhi Jayanti,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.8,24,24,0,2052.0,0.0
2024-10-03,3,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,9,9,0,726.75,0.0
2024-10-04,4,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,13,14,0,1173.25,0.0
2024-10-05,5,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.4,12,12,0,969.0,0.0
2024-10-06,6,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,19,19,0,1534.25,0.0
2024-10-07,0,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,11,0,1026.0,0.0
2024-10-08,1,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,12,0,1026.0,0.0
2024-10-09,2,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,12,0,1026.0,0.0
2024-10-10,3,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,11,10,0,940.5,0.0
2024-10-11,4,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,8,8,0,608.0,0.0
2024-10-12,5,10,1,1,Navratri,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.8,23,24,0,1748.0,0.0
2024-10-13,6,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,19,18,0,1534.25,0.0
2024-10-14,0,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,10,10,0,855.0,0.0
2024-10-15,1,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,9,8,0,726.75,0.0
2024-10-16,2,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,14,14,0,1263.5,0.0
2024-10-17,3,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,14,13,0,1330.0,0.0
2024-10-18,4,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,13,14,0,1111.5,0.0
2024-10-19,5,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.4,15,15,0,1282.5,0.0
2024-10-20,6,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.6,11,10,0,940.5,0.0
2024-10-21,0,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,13,13,0,1049.75,0.0
2024-10-22,1,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,12,12,0,1083.0,0.0
2024-10-23,2,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,11,11,0,1045.0,0.0
2024-10-24,3,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,14,13,0,1064.0,0.0
2024-10-25,4,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,13,13,0,1049.75,0.0
2024-10-26,5,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.4,17,17,0,1292.0,0.0
2024-10-27,6,10,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,19,18,0,1534.25,0.0
2024-10-28,0,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,12,11,0,1083.0,0.0
2024-10-29,1,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,13,13,0,1111.5,0.0
2024-10-30,2,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,10,10,0,902.5,0.0
2024-10-31,3,10,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,12,12,0,912.0,0.0
2024-11-01,4,11,0,1,Diwali,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.8,18,18,0,1539.0,0.0
2024-11-02,5,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.4,20,21,0,1520.0,0.0
2024-11-03,6,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.6,20,19,0,1710.0,0.0
2024-11-04,0,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,10,9,0,902.5,0.0
2024-11-05,1,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,12,12,0,912.0,0.0
2024-11-06,2,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,10,10,0,807.5,0.0
2024-11-07,3,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,14,15,0,1263.5,0.0
2024-11-08,4,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,14,14,0,1197.0,0.0
2024-11-09,5,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.4,18,17,0,1624.5,0.0
2024-11-10,6,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.6,23,24,0,2185.0,0.0
2024-11-11,0,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,12,11,0,1026.0,0.0
2024-11-12,1,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,13,13,0,988.0,0.0
2024-11-13,2,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,14,14,0,1197.0,0.0
2024-11-14,3,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,11,11,0,836.0,0.0
2024-11-15,4,11,0,1,Bhai Dooj,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.8,21,21,0,1596.0,0.0
2024-11-16,5,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.4,19,20,0,1444.0,0.0
2024-11-17,6,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.6,21,21,0,1995.0,0.0
2024-11-18,0,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,10,10,0,807.5,0.0
2024-11-19,1,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,8,8,0,684.0,0.0
2024-11-20,2,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,11,11,0,992.75,0.0
2024-11-21,3,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,8,8,0,684.0,0.0
2024-11-22,4,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,10,10,0,807.5,0.0
2024-11-23,5,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.4,14,13,0,1197.0,0.0
2024-11-24,6,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,17,17,0,1372.75,0.0
2024-11-25,0,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,13,12,0,988.0,0.0
2024-11-26,1,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,13,12,0,1049.75,0.0
2024-11-27,2,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,11,0,969.0,0.0
2024-11-28,3,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,13,12,0,1049.75,0.0
2024-11-29,4,11,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,13,12,0,1049.75,0.0
2024-11-30,5,11,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.4,10,10,0,902.5,0.0
2024-12-01,6,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,19,20,0,1534.25,0.0
2024-12-02,0,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,8,7,0,684.0,0.0
2024-12-03,1,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,12,11,0,1083.0,0.0
2024-12-04,2,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,8,8,0,608.0,0.0
2024-12-05,3,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,11,11,0,1045.0,0.0
2024-12-06,4,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,12,0,969.0,0.0
2024-12-07,5,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.4,13,14,0,1235.0,0.0
2024-12-08,6,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.6,21,21,0,1795.5,0.0
2024-12-09,0,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,12,0,969.0,0.0
2024-12-10,1,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,12,12,0,912.0,0.0
2024-12-11,2,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,13,13,0,988.0,0.0
2024-12-12,3,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,11,11,0,888.25,0.0
2024-12-13,4,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,12,12,0,969.0,0.0
2024-12-14,5,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.4,16,15,0,1520.0,0.0
2024-12-15,6,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.6,19,19,0,1714.75,0.0
2024-12-16,0,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,10,9,0,760.0,0.0
2024-12-17,1,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,9,9,0,812.25,0.0
2024-12-18,2,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,11,10,0,888.25,0.0
2024-12-19,3,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,11,11,0,836.0,0.0
2024-12-20,4,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,10,10,0,950.0,0.0
2024-12-21,5,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.4,18,19,0,1453.5,0.0
2024-12-22,6,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.6,15,14,0,1211.25,0.0
2024-12-23,0,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.0,11,10,0,940.5,0.0
2024-12-24,1,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.0,14,14,0,1064.0,0.0
2024-12-25,2,12,0,1,Christmas,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.8,24,24,0,1824.0,0.0
2024-12-26,3,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,80.75,15,730,0,12,1.0,14,13,0,1130.5,0.0
2024-12-27,4,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,90.25,5,730,0,12,1.0,10,10,0,902.5,0.0
2024-12-28,5,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,85.5,10,730,0,12,1.4,18,17,0,1539.0,0.0
2024-12-29,6,12,1,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,76.0,20,730,0,12,1.6,16,17,0,1216.0,0.0
2024-12-30,0,12,0,0,none,MUM001,Andheri West,andheri,SKU-30379,Surf Excel 500g,Household,95,95.0,0,730,0,12,1.0,11,11,0,1045.0,0.0
2024-01-01,0,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,105.0,0,730,0,22,1.0,21,20,0,2205.0,0.0
2024-01-02,1,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.0,20,19,0,1785.0,0.0
2024-01-03,2,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.0,20,19,0,1890.0,0.0
2024-01-04,3,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.0,20,19,0,1890.0,0.0
2024-01-05,4,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,105.0,0,730,0,22,1.0,18,18,0,1890.0,0.0
2024-01-06,5,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.4,34,37,0,3213.0,0.0
2024-01-07,6,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.6,34,36,0,2856.0,0.0
2024-01-08,0,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,99.75,5,730,0,22,1.0,22,24,0,2194.5,0.0
2024-01-09,1,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.0,22,24,0,1848.0,0.0
2024-01-10,2,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.0,22,21,0,1848.0,0.0
2024-01-11,3,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.0,22,21,0,1963.5,0.0
2024-01-12,4,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.0,20,19,0,1680.0,0.0
2024-01-13,5,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.4,37,40,0,3302.25,0.0
2024-01-14,6,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.6,39,41,0,3480.75,0.0
2024-01-15,0,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.0,22,22,0,1963.5,0.0
2024-01-16,1,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.0,20,21,0,1680.0,0.0
2024-01-17,2,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,105.0,0,730,0,22,1.0,21,20,0,2205.0,0.0
2024-01-18,3,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.0,23,22,0,2052.75,0.0
2024-01-19,4,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.0,26,28,0,2457.0,0.0
2024-01-20,5,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.4,24,23,0,2016.0,0.0
2024-01-21,6,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.6,38,37,0,3391.5,0.0
2024-01-22,0,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,99.75,5,730,0,22,1.0,25,27,0,2493.75,0.0
2024-01-23,1,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,105.0,0,730,0,22,1.0,17,17,0,1785.0,0.0
2024-01-24,2,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.0,21,22,0,1984.5,0.0
2024-01-25,3,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,99.75,5,730,0,22,1.0,18,17,0,1795.5,0.0
2024-01-26,4,1,0,1,Republic Day,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,105.0,0,730,0,22,1.8,42,45,0,4410.0,0.0
2024-01-27,5,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,99.75,5,730,0,22,1.4,29,27,0,2892.75,0.0
2024-01-28,6,1,1,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,94.5,10,730,0,22,1.6,34,34,0,3213.0,0.0
2024-01-29,0,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,89.25,15,730,0,22,1.0,20,21,0,1785.0,0.0
2024-01-30,1,1,0,0,none,MUM001,Andheri West,andheri,SKU-18634,Harpic Toilet Cleaner 500ml,Household,105,84.0,20,730,0,22,1.0,24,23,0,2016.0,0.0
